druh,obsah,datace,zobrazeno,xid,signatura,start_date,end_date,geolocation_position_lon,geolocation_position_lat,geolocation_type,geolocation_endpoint,autor,poznámka,scan_count,scan_previews,scan_zoomify_paths
negativ,Pohled na pomník M. Jana Husa na Staroměstském náměstí. V pozadí kostel sv. Mikuláše na Starém Městě.,po 1915,32x,5C2EF40D2A2511E9A7CF406186009F3A,XI 5013,1916-01-01,2000-12-31,14.41994,50.08663,regional.address,geocode,"Vojta, Tomáš (1885-1934)",,0.0,[],[]
negativ,Pohled na sanatorium (dům čp. 157 v Podolí) na Podolském nábřeží. Vpravo v pozadí věže kostela sv. Petra a Pavla na Vyšehradě.,kol.1915,65x,A0C4F6EAB67611DF820F00166F1163D4,VIII 646,1915-01-01,1915-12-31,14.41925,50.06214,regional.address,geocode,,,,[],[]
negativ,Reprodukce nákresu a půdorysu kostela P. Marie Vítězné v Karmelitské ulici na Malé Straně.,28.8.1911,19x,05772FB9432A11E489DAD4BED94BB14D,X 8380,1911-08-28,1911-08-28,14.4039,50.08553,regional.address,geocode,Eckert-ateliér,,,[],[]
negativ,"Celkový pohled na náměstí Pod Emauzy s pomníkem ""Praha svým vítězným synům"" a domy čp. 375 (Ministerstvo sociální péče) a čp. 376 (Zemský úřad) na Novém Městě. V pozadí kostel P. Marie Na Slovanech (v Emauzích) a kaple sv. Kosmy a Damiána.",15.4.1936,67x,2C1E35182DE111E89EFF406186009F3A,X 3488,1936-04-15,1936-04-15,14.41536,50.07303,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Průhled Ústřední ulicí od křižovatky s Výrobní (vlevo).,1981,28x,A0C501DAB67611DF820F00166F1163D4,I 358,1981-01-01,1981-12-31,14.54617,50.06998,regional.address,geocode,"Rameš, František",,,[],[]
negativ,Pohled do dvora domu čp. 909 s věží (budova hlavní pošty) v Jindřišské ulici na Novém Městě s poštovními vozy.,20.5.1908,34x,0CD9AB7B8B1D11E2BF22525400E46D25,VIII 1406,1908-05-20,1908-05-20,14.42901,50.08293,regional.address,geocode,Eckert-ateliér,,,[],[]
pozitiv,"Postava krále z 2.pol. 13.stol. ""Mladý král"" - nástěnná malba z domu čp. 102 na Mariánském náměstí na Starém Městě. Dnes v Muzeu hl. města Prahy.",1906,26x,A0C508A2B67611DF820F00166F1163D4,VI 76/23,1906-01-01,1906-12-31,14.41783,50.08711,regional.address,geocode,"Kříženecký, Rudolf (dokument 1897-1931)",Autorství R. Kříženeckého není jisté.,,[],[]
negativ,"Panoramatický pohled na Prahu ze Staroměstské věže,v popředí Vltava, Malá Strana, Kampa, Sovovy mlýny (dům čp. 503, 527), v pozadí Petřín.",kol.1960,42x,A0C501E2B67611DF820F00166F1163D4,VII 263,1960-01-01,1960-12-31,14.40839,50.08359,regional.address,geocode,"Chalupníček, Miroslav -, Chalupníčková, Věra (dokument 1941-1948)",,,[],[]
pozitiv,Celkový pohled na budovu Národního muzea čp. 1700 na Novém Městě na Václavském náměstí.,1895-1900,44x,2C56794CD85511E89C7B74D435EEBE90,V 24/6 a,1895-01-01,1900-12-31,14.43056,50.07918,regional.address,geocode,,,,[],[]
pozitiv,Pohled na detail sochařské výzdoby fasády kostela sv. Mikuláše na Staroměstském náměstí při opravě.,říjen 1931,32x,A11878BEB67611DF820F00166F1163D4,I 8387,1931-10-01,1931-10-31,14.41994,50.08663,regional.address,geocode,"Vojta, Tomáš (1885-1934)",,,[],[]
negativ,Pohled na monstranci z pokladu pražské Lorety (dům čp. 100 na Hradčanech).,před 1886,11x,FE6DBB4B904711E080250010DCCFBEC5,XII 349,1800-01-01,1885-12-31,14.39151,50.08925,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
pozitiv,Celkový pohled na průčelí domu čp. 922 do Dlouhé ulice na Starém Městě.,kol.1900,31x,A11878C6B67611DF820F00166F1163D4,VI 2/41 c,1900-01-01,1900-12-31,14.42215,50.08953,regional.address,geocode,"Svoboda, Josef ml. (dokument 1914-1920)",,,[],[]
pozitiv,Detail pomníku Františka Palackého na Palackého náměstí.,kol.1940,59x,A1188AABB67611DF820F00166F1163D4,I 4070,1940-01-01,1940-12-31,14.41536,50.07303,regional.address,geocode,"Gotsche, Rudolf",,,[],[]
negativ,Celkový pohled na zahradní průčelí domu čp. 462 (Vila Amerika - Michnův letohrádek) v ulici Ke Karlovu na Novém Městě.,,16x,A1186D78B67611DF820F00166F1163D4,VIII 435,,,14.42693,50.07369,regional.address,geocode,Eckert-ateliér,,,[],[]
pozitiv,Pohled do Washingtonovy ulice s domem čp. 555 na Vinohradech před postavením budovy FS (dům čp. 52).,kol.1965,44x,A11883C4B67611DF820F00166F1163D4,I 4866,1965-01-01,1965-12-31,14.43178,50.0816,regional.address,geocode,"Krofta, J. S.",,,[],[]
negativ,Pohled do dvora domu čp. 924 na Starém Městě na nároží ulic Dušní a Dlouhé krátce před zbořením.,1.5.1904,37x,A14CE312B67611DF820F00166F1163D4,VIII 74,1904-05-01,1904-05-01,14.42173,50.08904,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,"Pohled na východní stranu Staroměstského náměstí s domy čp. (zleva) 606, 605, 604 a 603. V pozadí kostel P. Marie před Týnem, v popředí mariánský sloup.",1890-1899,82x,A0C50DB0B67611DF820F00166F1163D4,II 170,1890-01-01,1899-12-31,14.42211,50.08746,regional.address,geocode,Bellmann-ateliér,,,[],[]
pozitiv,Pohled do dvora domu čp. 190 v Cikánské ulici v Josefově krátce před zbořením.,17.8.1906,30x,A14CEA27B67611DF820F00166F1163D4,VI 52/2,1906-08-17,1906-08-17,14.42034,50.08826,regional.address,geocode,Eckert-ateliér,,,[],[]
negativ,Pohled do interiéru kostela Nanebevzetí P. Marie a sv. Karla Velikého na Karlově - Svaté schody.,kol.1890,31x,A14CE093B67611DF820F00166F1163D4,VIII 1013,1890-01-01,1890-12-31,14.42851,50.0692,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Pohled na dvorní partii domu čp. 1047 na Novém Městě (U Rozvařilů) - stavení při levé východní hranici staveniště (zpěvní síň) při pohledu od jihovýchodu k severovýchodu.,24.1.1936,32x,A0C50DCCB67611DF820F00166F1163D4,I 4060,1936-01-24,1936-01-24,14.43394,50.08971,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Pohled do dvora za domem čp. 112 na Starém Městě na nároží ulic Platnéřské a Žatecké před zbořením v roce 1908.,3.6.1906,32x,A14CEA3DB67611DF820F00166F1163D4,VI 56/13,1906-06-03,1906-06-03,14.41796,50.08755,regional.address,geocode,Eckert-ateliér,,,[],[]
pozitiv,Celkový pohled na kostel sv. Norberta ve Střešovicích.,,63x,59698DCE8A5111E2A145406186009F3A,I 9712,,,14.37791,50.09157,poi,suggest,Bellmann,,,[],[]
pozitiv,Pohled na dům čp. 44 (U Vosků) v Břevnově ve Veleslavínské ulici (dnes Radimova).,1968,45x,17235DADBAD711E5A77074D435EEBE90,II 1651,1968-01-01,1968-12-31,14.36466,50.08754,regional.address,geocode,,"Dub, Václav (repro)",,[],[]
pozitiv,Pražské povstání - 5.5.1945. Pokácené stromy pro stavbu barikády u Vincentina v Radimově ulici na Břevnově.,5.5.1945,55x,A14CDD80B67611DF820F00166F1163D4,II 1185,1945-05-05,1945-05-05,14.37799,50.08823,regional.address,geocode,"Dub, Václav (dokumenty 1928-1983)",,,[],[]
pozitiv,"Pohled na portál domu čp. 169 (""U tří seker"") v ulici Úvoz na Hradčanech.",1907,23x,A14CE5D8B67611DF820F00166F1163D4,VI 24/28,1907-01-01,1907-12-31,14.39609,50.08848,regional.address,geocode,,,,[],[]
pozitiv,"Pohled na zvon ""Vojtěch"" z roku 1826 přelitý 1903 z levé věže kostela P. Marie před Týnem na Starém Městě.",,17x,4865ABEA19E111E2BEFD000C766D2371,II 1565,,,14.42203,50.08761,regional.address,geocode,,,,[],[]
pozitiv,Pohled ze Štupartské ulice na východní stranu kostela P. Marie před Týnem na Starém Městě.,kol.1890,37x,A11881DFB67611DF820F00166F1163D4,II 534,1890-01-01,1890-12-31,14.42455,50.08856,regional.address,geocode,,,,[],[]
pozitiv,Pohled do Sněmovní ulice s domem čp. 176 (sněmovna) na Malé Straně.,,39x,A11874DCB67611DF820F00166F1163D4,I 9126,,,14.40395,50.08915,regional.address,geocode,,,,[],[]
negativ,Pohled do Vltavské ulice v Holešovicích. Vpravo část provizorního dřevěného mostu přes Štvanici (předchůdce Hlávkova mostu).,9.2.1906,63x,A11888A5B67611DF820F00166F1163D4,VIII 617,1906-02-09,1906-02-09,14.4369,50.09567,regional.street,suggest,Eckert-ateliér,,,[],[]
negativ,Celkový pohled na kostel sv. Matěje v Dejvicích v pozadí na kopci.,kol.1895,102x,FFE9BA149F5911E18C606C626D41E503,XII 852,1895-01-01,1895-12-31,14.37985,50.11309,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
pozitiv,Pohled z jižní části vyšehradských hradeb k východu na Podolí. Součást panoramatu.,10.9.1923,61x,8A5484BF611F11E995BC74D435EEBE90,Voj 115,1923-09-10,1923-09-10,14.4233,50.06216,regional.address,geocode,"Vojta, Tomáš (1885-1934)",,0.0,[],[]
negativ,Zvony z kostela sv. Mikuláše na Starém Městě sejmuté za 1. světové války k roztavení.,1914-1918,23x,526B6CEED39811E8AE88406186009F3A,XI 3842,1914-01-01,1918-12-31,14.4199,50.08778,regional.address,geocode,,,0.0,[],[]
pozitiv,Průhled ulicí V Kolkovně s domem čp. 909 na Starém Městě. V pozadí kostel sv. Ducha.,27.9.1944,37x,A0C512DAB67611DF820F00166F1163D4,I 1513,1944-09-27,1944-09-27,14.42165,50.08984,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Panoramatický pohled na pláň v Bohnicích s ústavním hřbitovem. Druhá část dvoudílného panoramatu.,20.9.1923,90x,E95B1C20DC9411E6B80F406186009F3A,A 262,1923-09-20,1923-09-20,14.4036,50.13858,poi,suggest,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
negativ,"Pohled do interiéru domu čp. 73 (Uměleckoprůmyslové muzeum) v Sanytrové ulici (dnes 17. listopadu) na Starém Městě - ""pařížský interiér"".",28.4.1908,21x,E3DB5E1E121F11E28E4C6C626D41E503,XII 1121,1908-04-28,1908-04-28,14.32317,50.05001,regional.address,geocode,Eckert-ateliér,,0.0,[],[]
pozitiv,Pohled na dům čp. 452 na nároží ulic Na Slupi a Horské na Novém Městě.,,41x,A14CE7B9B67611DF820F00166F1163D4,VI 6/25,,,14.48844,50.07349,regional.address,geocode,,,,[],[]
negativ,Pohled na nároží Staroměstské radnice s arkýřovou kaplí (dům čp. 1 na Starém Městě) na Staroměstském náměstí.,1890-1899,33x,DED251027B0011E996DD406186009F3A,XI 5894,1890-01-01,1899-12-31,14.34054,50.07267,regional.address,suggest,Bellmann-ateliér,,0.0,[],[]
pozitiv,"Pohled na Masarykovo nábřeží s domy čp. (zprava) 2014, 2015, 2016, 2017, 2018 na Novém Městě.",20.4.1945,45x,A1188908B67611DF820F00166F1163D4,I 4422,1945-04-20,1945-04-20,14.41432,50.0765,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Pohled na část bývalého kláštera a kostela sv. Michala mezi Michalskou a Melantrichovou ulicí na Starém Městě (dům čp. 971) - nejvyšší patro severní domovní fronty s částí kostela.,13.9.1935,15x,A1188048B67611DF820F00166F1163D4,I 4813,1935-09-13,1935-09-13,14.42063,50.08608,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
negativ,Pohled na plastickou výzdobu kostela sv. Mikuláše na Starém Městě. Ornamentální náplň pasu nad chorem.,září 1905,21x,3881E0F3739911E3B7C100110989F46F,XI 6,1905-09-01,1905-09-30,14.4199,50.08778,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
negativ,Pohled na prodej vánočních stromků před Staroměstskou radnicí (dům čp. 1 na Starém Městě).,kol.1935,25x,98C1A646056511E1BEBC000C766D2371,X 2259,1935-01-01,1935-12-31,14.41994,50.08663,regional.address,geocode,,,,[],[]
pozitiv,Pohled na hlavní průčelí domu čp. 221 (kadetní škola) na Mariánské baště na Hradčanech.,,98x,F7F408D4580711E7A695406186009F3A,I 12107,,,14.40328,50.09504,regional.address,geocode,Bellmann (?),,,[],[]
negativ,"Mariánská výstava v Klementinu 9.8. - 3.10.1904 - obraz: ""Nizozemská Madona""",1904,22x,B8F9F8E90CA311E2AEA36C626D41E503,XII 1003,1904-01-01,1904-12-31,14.4172,50.08697,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
pozitiv,Pohled na jihovýchodní (obytné) stavení usedlosti Skalka (dům čp. 120) na Smíchově.,5.4.1923,72x,A1187ACAB67611DF820F00166F1163D4,I 8629,1923-04-05,1923-04-05,14.36851,50.07335,regional.address,geocode,"Bernau, Karel, Ing. (1880-1948)",,,[],[]
negativ,Pohled od Mánesova mostu na Palachovo náměstí a Vysokou školu uměleckoprůmyslovou (dům čp. 80 na Starém Městě) na Starém Městě.,kol.1950,55x,A0C503C3B67611DF820F00166F1163D4,VII 2,1950-01-01,1950-12-31,14.41492,50.08868,regional.address,geocode,"Chalupníček, Miroslav -, Chalupníčková, Věra (dokument 1941-1948)",,,[],[]
pozitiv,"Pohled na vstupní portál domu čp. 359 (""U bílého lva"") ve Vlašské ulici na Malé Straně.",13.7.1906,14x,A0C4FFA6B67611DF820F00166F1163D4,VI 22/30 a,1906-07-13,1906-07-13,14.40012,50.08735,regional.address,geocode,,,,[],[]
pozitiv,Celkový pohled na novostavbu školní budovy gymnázia (dům čp. 1510) v ulici Nad Štolou v Holešovicích.,kol. 1960,64x,B8AF0CFBC98511E4A4AD406186009F3A,I 11172,,,14.42203,50.09751,regional.address,geocode,,,,[],[]
pozitiv,"Průhled Vratislavovou ulicí s domy (zleva) čp. 29 (Učitelský dům), 30 (Vyšehradská záložna).",12.7.1931,125x,A0C51711B67611DF820F00166F1163D4,I 817,1931-07-12,1931-07-12,14.41767,50.06673,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,"Pohled na zahradní portál domu čp. 366 (""Vratislavský palác"") v ulici Tržiště na Malé Straně.",20.8.1906,25x,A1186735B67611DF820F00166F1163D4,VI 23/3,1906-08-20,1906-08-20,14.40199,50.08726,regional.address,geocode,,,,[],[]
negativ,Pohled na kostel Nejsvětější Trojice v Podskalí v Trojické ulici na Novém Městě.,21.11.1907,36x,6CB05E54E26F11E3A5BD406186009F3A,XI 475,1907-11-21,1907-11-21,14.41597,50.07061,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
pozitiv,Pohled z hráze rybníka do Vinohradské ulice (v místech dnešní ulice Ke Strašnické) ve Strašnicích. Vlevo v pozadí dům čp. 42 s věžičkou (obecní úřad). Vpravo statek čp. 18.,20.11.1942,58x,0ED7C279C49011E78A03D4BED94BB14D,A 14859,1942-11-20,1942-11-20,14.48201,50.06921,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
pozitiv,Pohled na Zelený rybník v Královské oboře (Stromovce) v zimě.,zima 1919,85x,A0C4FD0AB67611DF820F00166F1163D4,I 4416,,,14.42742,50.10533,regional.address,geocode,"Fink, František (1854-1935)",,,[],[]
pozitiv,Pohled na astronomický ciferník ve střední části orloje v jižním průčelí Staroměstské radnice (dům čp. 1 na Starém Městě) na Staroměstském náměstí při restaurování.,26.9.1911,37x,78F1AA7E90E411E8B3B474D435EEBE90,V 69/6 c,1911-09-26,1911-09-26,14.42009,50.087,regional.address,suggest,"Kříženecký, Jan (1868-1921)",,,[],[]
negativ,Mříže renesanční kašny na Malém náměstí na Starém Městě.,,19x,A118728AB67611DF820F00166F1163D4,VIII 167,,,14.41979,50.08642,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Pohled na vstupní portál domu čp. 250 (Židovská radnice) v Josefově.,21.4.1908,27x,A118878DB67611DF820F00166F1163D4,VI 26/4,1908-04-21,1908-04-21,14.41844,50.08972,regional.address,geocode,,,,[],[]
pozitiv,"Pohled dolní průčelí domu čp. 26 (""U zlatého jelena"") se vstupním portálem a domovním znamením v Tomášské ulici na Malé Straně.",11.7.1906,15x,A1187C26B67611DF820F00166F1163D4,VI 20/8,1906-07-11,1906-07-11,14.40492,50.08882,regional.address,geocode,,,,[],[]
pozitiv,Pohled na portál Císařského mlýna (dům čp. 22) v Bubenči.,10.4.1909,48x,A1188797B67611DF820F00166F1163D4,VI 26/15,1909-04-10,1909-04-10,14.4055,50.10847,regional.address,geocode,,,,[],[]
pozitiv,"Pohled na dům čp. 727 na nároží ulic Dlouhé a Hradební na Starém Městě - ""Pražákova staročeská restaurace"".",,81x,A1188351B67611DF820F00166F1163D4,II 1062,,,14.60156,50.02864,regional.address,geocode,"Lederer, Arnold",,,[],[]
pozitiv,Socha apoštola Tomáše z orloje Staroměstské radnice (dům čp. 1 na Starém Městě) na Staroměstském náměstí po restaurování.,říjen 1930,37x,AA7CF0D4D39411E8A2B874D435EEBE90,Voj 4104,1930-10-01,1930-10-31,14.34054,50.07267,regional.address,suggest,"Vojta, Tomáš (1885-1934)",,0.0,[],[]
negativ,Panoramatický pohled z Evropské (dříve Velvarské) ulice na Vítězné náměstí v Dejvicích. Čtvrtá část pětidílného panoramatu.,kol.1965,60x,A0C4FC4FB67611DF820F00166F1163D4,VII 595,1965-01-01,1965-12-31,14.39656,50.10114,regional.address,geocode,"Chalupníček, Miroslav -, Chalupníčková, Věra (dokument 1941-1948)",,,[],[]
pozitiv,"Pohled do společného dvora domů čp. 149 (zcela vlevo), 148, 271 (uprostřed) a 153 (vpravo) v Josefově v ulici U Staré školy.",16.7.1905,44x,A14CEAEAB67611DF820F00166F1163D4,VI 54/13,1905-07-16,1905-07-16,14.42118,50.09061,regional.address,geocode,Eckert-ateliér,,,[],[]
pozitiv,Kamna v interiéru Schönbornského paláce - domu čp. 365 na Malé Straně.,červen 1931,21x,681794F77C7211E3BFE4406186009F3A,I 9863,1931-06-01,1931-06-30,14.40131,50.08733,regional.address,geocode,"Vojta, Tomáš (1885-1934)",,,[],[]
negativ,Pohled na část průčelí Krenova domu čp. 936 na Staroměstském náměstí krátce před zbořením.,1901,26x,A0C4F820B67611DF820F00166F1163D4,VIII 699,1901-01-01,1901-12-31,14.4202,50.08848,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,"Pohled na Prahu ze Střeleckého ostrova k severu. Druhá část třídílného panoramatu - Karlův most, v pozadí Mariánské hradby a Letná.",1860,83x,A14CEAD2B67611DF820F00166F1163D4,VI 62/13,1860-01-01,1860-12-31,14.41016,50.08058,regional.address,geocode,"Rupp, Wilhelm (1821-1893)",,,[],[]
negativ,Pohled do interiéru Národního divadla - strop budoiru královské lóže (dům čp. 223 na Novém Městě).,kol.1895,32x,D34039F69EA011E1AB206C626D41E503,XII 822,1895-01-01,1895-12-31,14.41723,50.08595,regional.address,suggest,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
negativ,Pohled na most přes Labe v Poděbradech.,,11x,489ABEE196DF11E2BF2B525400E46D25,VIII 1586,,,14.44997,50.07858,regional.address,geocode,Eckert-ateliér,,,[],[]
negativ,Pohled na orloj Staroměstské radnice (dům čp. 1 na Starém Městě) na Staroměstském náměstí.,,23x,B4AECEE590B511E8B3B474D435EEBE90,IX 393 a,,,14.42009,50.087,regional.address,suggest,,,,[],[]
pozitiv,"Pražské povstání - květen 1945. Pražané pomáhají při záchraně cenných památek městského archivu, který byl umístěn ve Staroměstské radnici - provizorní stěhování do kostela sv. Mikuláše.",9.5.1945,197x,A0C51056B67611DF820F00166F1163D4,I 6511,1945-05-09,1945-05-09,14.42009,50.087,regional.address,suggest,,,,[],[]
pozitiv,Pohled na vstupní portál domu čp. 165 (U zlaté labutě) ve Sněmovní ulici na Malé Straně.,2.8.1907,20x,A0C51916B67611DF820F00166F1163D4,VI 20/26,1907-08-02,1907-08-02,14.40404,50.09035,regional.address,geocode,,,,[],[]
negativ,Pohled na votivní desku císaře Františka Josefa I. v kostele sv. Jana Nepomuckého na Hradčanech.,1.3.1909,37x,9782D3A687DE11E2BF21525400E46D25,VIII 1350,1909-03-01,1909-03-01,14.3941,50.09038,regional.street,suggest,Eckert-ateliér,,,[],[]
pozitiv,Pohled na dům čp. 839 na Václavském náměstí na Novém Městě (hotel U Zlaté husy).,květen 1909,66x,0F37EAB4E29711E89F1B74D435EEBE90,V 9/10,1909-05-01,1909-05-31,14.42488,50.08361,regional.address,geocode,,,,[],[]
negativ,Pohled na odkryté zbytky zdiva bývalé kaple sv. Ludmily při kostelu P. Marie před Týnem na Starém Městě - sloupy s ozdobnými hlavicemi.,1890,29x,BB054E4D9E9111E1AB206C626D41E503,XII 797,1890-01-01,1890-12-31,14.42203,50.08761,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
negativ,Pohled na Kohlovu kašnu na druhém (čestném) nádvoří Pražského hradu.,kol.1880,24x,32BE0DECEB2311DFBD74000C766D2371,XII 14,1880-01-01,1880-12-31,14.39836,50.09051,poi,suggest,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
